province,municipality,party,ward_list_order,seat_category,surname,full_name,seat_type
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(20),PR,NDLOVU,VUKANI,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(21),PR,THUSI,BANELE BRUNETTE,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(22),PR,XUMA,THAMISANQA,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(23),PR,JAMES,DUDU MIRRIAM,MC PR
KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR(24),PR,MIYA,THABANE,MC PR
KwaZulu-Natal,ETH - eThekwini,INKATHA FREEDOM PARTY,59500039,Ward,GWALA,MZWETHU SANDILE,MC Ward
KwaZulu-Natal,ETH - eThekwini,INKATHA FREEDOM PARTY,59500089,Ward,MJADU,MBANGENI BHEKISISA,MC Ward
KwaZulu-Natal,ETH - eThekwini,INKATHA FREEDOM PARTY,PR(1),PR,NKOSI,MDUDUZI SAMUEL,MC PR
KwaZulu-Natal,ETH - eThekwini,INKATHA FREEDOM PARTY,PR(2),PR,GUMEDE,NTOMBIFUTHI CLERICE,MC PR
KwaZulu-Natal,ETH - eThekwini,INKATHA FREEDOM PARTY,PR(3),PR,BHANPRAKASH,SATISHRAI,MC PR
KwaZulu-Natal,ETH - eThekwini,INKATHA FREEDOM PARTY,PR(4),PR,TSHAZELA,ZAMAMBO NOMBUSO,MC PR
KwaZulu-Natal,ETH - eThekwini,INKATHA FREEDOM PARTY,PR(5),PR,NAIDOO,JANE,MC PR
KwaZulu-Natal,ETH - eThekwini,INKATHA FREEDOM PARTY,PR(6),PR,MNGADI,EDWARD,MC PR
KwaZulu-Natal,ETH - eThekwini,INKATHA FREEDOM PARTY,PR(7),PR,GCABASHE,DAPHNEY MNCANYANA,MC PR
KwaZulu-Natal,ETH - eThekwini,INKATHA FREEDOM PARTY,PR(8),PR,THUSI,MTHEMBISENI EMMANUEL,MC PR
KwaZulu-Natal,ETH - eThekwini,INKATHA FREEDOM PARTY,PR(9),PR,MKHIZE,MBUYISENI ARMSTRONG,MC PR
KwaZulu-Natal,ETH - eThekwini,INKATHA FREEDOM PARTY,PR(10),PR,NXUMALO,MNCEDISI RUSSEL,MC PR
KwaZulu-Natal,ETH - eThekwini,INKATHA FREEDOM PARTY,PR(11),PR,SHANGE,BATHOBEKILE HAPPINESS,MC PR
KwaZulu-Natal,ETH - eThekwini,INKATHA FREEDOM PARTY,PR(12),PR,MBONAMBI,ROY PETROS,MC PR
KwaZulu-Natal,ETH - eThekwini,INKATHA FREEDOM PARTY,PR(13),PR,BIYELA,THEMBINKOSI,MC PR
KwaZulu-Natal,ETH - eThekwini,INKATHA FREEDOM PARTY,PR(14),PR,ANNIPEN,JONATHAN,MC PR
KwaZulu-Natal,ETH - eThekwini,JUSTICE AND EMPLOYMENT PARTY,PR(1),PR,MCHUNU,BONGANI ALEX,MC PR
KwaZulu-Natal,ETH - eThekwini,KZN INDEPENDENCE,PR(1),PR,BUTHELEZI,MEHLWENKOSI HAMILTON,MC PR
KwaZulu-Natal,ETH - eThekwini,MINORITIES OF SOUTH AFRICA,PR(1),PR,MOODLEY,SHUNMUGAM RAMSAMY,MC PR
KwaZulu-Natal,ETH - eThekwini,MINORITY FRONT,PR(1),PR,MAHARAJ,SUNITHA,MC PR
KwaZulu-Natal,ETH - eThekwini,NATIONAL FREEDOM PARTY,PR(1),PR,MYENI,ZANDILE PRUDENCE,MC PR
KwaZulu-Natal,ETH - eThekwini,PEOPLE'S FREEDOM PARTY,PR(1),PR,MOHAMED,TARIQ,MC PR
KwaZulu-Natal,ETH - eThekwini,PEOPLE'S REVOLUTIONARY MOVEMENT,PR(1),PR,BUTHELEZI,NHLANHLA LUCKY ARTHUR,MC PR
KwaZulu-Natal,ETH - eThekwini,TRULY ALLIANCE,PR(1),PR,SHAHEED,ASLAM,MC PR
KwaZulu-Natal,ETH - eThekwini,UNITED INDEPENDENT MOVEMENT,PR(1),PR,SINGH,JAY,MC PR
KwaZulu-Natal,ETH - eThekwini,VRYHEIDSFRONT PLUS,PR(1),PR,VAN DER RYST,HENRICUS MARINUS,MC PR
Limpopo,DC47 - Sekhukhune,AFRICAN NATIONAL CONGRESS,PR(1),PR,MATHEBE,JULIA LATA,"DC ""40%"""
Limpopo,DC47 - Sekhukhune,AFRICAN NATIONAL CONGRESS,PR(2),PR,CHEGO,DAVID KGWEDIEBOTSE,"DC ""40%"""
Limpopo,DC47 - Sekhukhune,AFRICAN NATIONAL CONGRESS,PR(3),PR,RAMAILA,KEAMOTSENG STANLEY,"DC ""40%"""
Limpopo,DC47 - Sekhukhune,AFRICAN NATIONAL CONGRESS,PR(4),PR,PHOKANE,MAUDU JOHANNES,"DC ""40%"""
Limpopo,DC47 - Sekhukhune,AFRICAN NATIONAL CONGRESS,PR(5),PR,MALATJI,MERIAM NAPE,"DC ""40%"""
Limpopo,DC47 - Sekhukhune,AFRICAN NATIONAL CONGRESS,PR(6),PR,MAFEFE,ORGINIA HLAUME,"DC ""40%"""
Limpopo,DC47 - Sekhukhune,AFRICAN NATIONAL CONGRESS,PR(7),PR,KUPA,CONSTANCE RAMADIMETJA,"DC ""40%"""
Limpopo,DC47 - Sekhukhune,AFRICAN NATIONAL CONGRESS,PR(8),PR,MOKGANYETJI,MALEKE JOHANNA,"DC ""40%"""
Limpopo,DC47 - Sekhukhune,AFRICAN NATIONAL CONGRESS,PR(9),PR,RATAU,MPHARE FRANK,"DC ""40%"""
Limpopo,DC47 - Sekhukhune,AFRICAN NATIONAL CONGRESS,PR(10),PR,MABATANE,MATHALE CLASS,"DC ""40%"""
Limpopo,DC47 - Sekhukhune,AFRICAN NATIONAL CONGRESS,PR(11),PR,MOHLALA,MATIME JAN,"DC ""40%"""
Limpopo,DC47 - Sekhukhune,AFRICAN NATIONAL CONGRESS,PR(12),PR,LESHABA,MORITHI BAATSEBA,"DC ""40%"""
Limpopo,DC47 - Sekhukhune,AFRICAN NATIONAL CONGRESS,PR(13),PR,SEFALA,KUKIE RAESETJA ELIZABETH,"DC ""40%"""
Limpopo,DC47 - Sekhukhune,BOLSHEVIKS PARTY OF SOUTH AFRICA,PR(1),PR,MOGOTJI,FANIE MOTSHELE,"DC ""40%"""
Limpopo,DC47 - Sekhukhune,DEMOCRATIC ALLIANCE,PR(1),PR,TSHIVHULA,MURATHI PAT,"DC ""40%"""
Limpopo,DC47 - Sekhukhune,ECONOMIC FREEDOM FIGHTERS,PR(1),PR,KOMANE,LENCEL MASHIDIKA,"DC ""40%"""
Limpopo,DC47 - Sekhukhune,ECONOMIC FREEDOM FIGHTERS,PR(2),PR,MATSETELA,MADIMETJA LORENCE,"DC ""40%"""
Limpopo,DC47 - Sekhukhune,ECONOMIC FREEDOM FIGHTERS,PR(3),PR,SENONG,MOLEKE REUBEN,"DC ""40%"""
Limpopo,DC47 - Sekhukhune,ECONOMIC FREEDOM FIGHTERS,PR(4),PR,MOSOTHO,MOOIMAN TATANE,"DC ""40%"""
Limpopo,DC47 - Sekhukhune,SOCIALIST AGENDA OF DISPOSSESSED AFRICANS,PR(1),PR,KGWEDI,JOSEPH LETHABILE,"DC ""40%"""
Limpopo,LIM471 - Ephraim Mogale,AFRICAN NATIONAL CONGRESS,94701001,Ward,MELLO,MALESELA FRANS,LC ward
Limpopo,LIM471 - Ephraim Mogale,AFRICAN NATIONAL CONGRESS,94701002,Ward,THOBEJANE,PAPANINI JOHANNES,LC ward
Limpopo,LIM471 - Ephraim Mogale,AFRICAN NATIONAL CONGRESS,94701003,Ward,KUTU,TEBOGO CHRISTOPHER,LC ward
Limpopo,LIM471 - Ephraim Mogale,AFRICAN NATIONAL CONGRESS,94701005,Ward,LEKOATSIPA,LIZZY RAMOSEGENG,LC ward
Limpopo,LIM471 - Ephraim Mogale,AFRICAN NATIONAL CONGRESS,94701006,Ward,RAMPHELE,RAMAESELA MARY,LC ward
Limpopo,LIM471 - Ephraim Mogale,AFRICAN NATIONAL CONGRESS,94701008,Ward,APHANE,KAREL MAISELA,LC ward
Limpopo,LIM471 - Ephraim Mogale,AFRICAN NATIONAL CONGRESS,94701009,Ward,MAGATLA,NOMAMA LETTIE,LC ward
Limpopo,LIM471 - Ephraim Mogale,AFRICAN NATIONAL CONGRESS,94701010,Ward,SELOMA,REMMY MOLATE,LC ward
Limpopo,LIM471 - Ephraim Mogale,AFRICAN NATIONAL CONGRESS,94701012,Ward,MAPHOPHA,MODIBO MATSHIDISO,LC ward
Limpopo,LIM471 - Ephraim Mogale,AFRICAN NATIONAL CONGRESS,94701013,Ward,NKOANA,TSHEBANE PHILLEMON,LC ward
Limpopo,LIM471 - Ephraim Mogale,AFRICAN NATIONAL CONGRESS,94701014,Ward,PHAHLAMOHLAKA,TIMOTHY,LC ward
Limpopo,LIM471 - Ephraim Mogale,AFRICAN NATIONAL CONGRESS,94701015,Ward,MOKWANA,BETHWEL ZAKEL,LC ward
Limpopo,LIM471 - Ephraim Mogale,AFRICAN NATIONAL CONGRESS,94701016,Ward,MMAMAHLAKO,KOKETSO,LC ward
Limpopo,LIM471 - Ephraim Mogale,AFRICAN NATIONAL CONGRESS,PR(1),PR,MOIMANA,GIVEN MARASEKENG HLALITHI,LC PR
Limpopo,LIM471 - Ephraim Mogale,AFRICAN NATIONAL CONGRESS,PR(2),PR,LENTSOANE,REBECCA MMATAWANE,LC PR
Limpopo,LIM471 - Ephraim Mogale,AFRICAN NATIONAL CONGRESS,PR(3),PR,MAGANE,LINA,LC PR
Limpopo,LIM471 - Ephraim Mogale,AFRICAN NATIONAL CONGRESS,PR(4),PR,MABASO,THABISO LESIBA,LC PR
Limpopo,LIM471 - Ephraim Mogale,AFRICAN NATIONAL CONGRESS,PR(5),PR,SEDIBANE,FREDERICK SEGOPA,LC PR
Limpopo,LIM471 - Ephraim Mogale,AFRICAN NATIONAL CONGRESS,PR(6),PR,TSHIGUVHO,EUNICE MATODZI,LC PR
Limpopo,LIM471 - Ephraim Mogale,BOLSHEVIKS PARTY OF SOUTH AFRICA,PR(1),PR,MMAKOLA,MMAKOLOI CONSTANCE,LC PR
Limpopo,LIM471 - Ephraim Mogale,DEMOCRATIC ALLIANCE,94701007,Ward,JACOBS,PHILIPPUS RUDOLPH,LC ward
Limpopo,LIM471 - Ephraim Mogale,DEMOCRATIC ALLIANCE,PR(1),PR,LETSELA,NORAH SEIPATI,LC PR
Limpopo,LIM471 - Ephraim Mogale,ECONOMIC FREEDOM FIGHTERS,PR(1),PR,TLAKA,MATEANE ERNEST,LC PR
Limpopo,LIM471 - Ephraim Mogale,ECONOMIC FREEDOM FIGHTERS,PR(2),PR,MPE,JONAS LEBITSI,LC PR
Limpopo,LIM471 - Ephraim Mogale,ECONOMIC FREEDOM FIGHTERS,PR(3),PR,MODIPA,SEIPHAHLO RACHEL,LC PR
Limpopo,LIM471 - Ephraim Mogale,ECONOMIC FREEDOM FIGHTERS,PR(4),PR,MAMESHI,SELLO JAN,LC PR
Limpopo,LIM471 - Ephraim Mogale,ECONOMIC FREEDOM FIGHTERS,PR(5),PR,MAELANE,KALI MMATOLO,LC PR
Limpopo,LIM471 - Ephraim Mogale,ECONOMIC FREEDOM FIGHTERS,PR(6),PR,MAKOLA,MPHOKE LAWRENCE,LC PR
Limpopo,LIM471 - Ephraim Mogale,ECONOMIC FREEDOM FIGHTERS,PR(7),PR,MALOBA,PALESA THELMA,LC PR
Limpopo,LIM471 - Ephraim Mogale,INDEPENDENT CANDIDATE,94701004,Ward,SEBOTHOMA,KGALABI WILLIAM,LC ward
Limpopo,LIM471 - Ephraim Mogale,INDEPENDENT CANDIDATE,94701011,Ward,MAHUBANE,SEBATANE EMMANUEL,LC ward
Limpopo,LIM471 - Ephraim Mogale,VRYHEIDSFRONT PLUS,PR(1),PR,SCHALEKAMP,HESTENE,LC PR
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702001,Ward,THETHE,JUNIOR SEMOLE,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702002,Ward,KGAGARA,THABO PETER,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702003,Ward,MALAPELA,SAMUEL MOGOME,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702004,Ward,MSIZA,MAHWETSE PHILLIP,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702005,Ward,MOHLAMONYANE,TSHEPO EMMANUEL,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702006,Ward,NDLOVU,RAYMOND NDUMISO,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702007,Ward,SITHOLE,THEMBI CYNTHIA,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702009,Ward,MOGOTLANA,JERSEY SPHIWE,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702010,Ward,RAMONGANA,NKITSENG JENNETH,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702011,Ward,MAFIRI,MOSES APHIRI,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702012,Ward,PHOROTLHOE,THABISO ANDRIES,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702014,Ward,PHOKWANE,MARANG CODNEY,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702015,Ward,NKOSI,SIBONGILE BEAUTY,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702016,Ward,BUTA,MEDO ZEPHANIA,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702017,Ward,MALAU,TOSWI SAMUEL,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702018,Ward,LETAGENG,JOHANNES,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702019,Ward,MASIMULA,PHAHLANA,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702020,Ward,TSHEHLA,MOKGOKONG ERIC,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702022,Ward,NDULI,MSANYANA ELIAS,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702023,Ward,MOHLALA,NKGETHENG PIET,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702024,Ward,LEHUNGWANE,FRANK KGOMONTSHWARE,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702025,Ward,MAKUWA,NKHUBEDU SARAH,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702026,Ward,MORARE,SEPHATSI DONALD,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702027,Ward,TLAKA,KGOPUTSO WISEMAN,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702028,Ward,TLADI,PATRICK KOSE,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702029,Ward,MAKUWA,REGINAH MAMOSHASHA,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,94702031,Ward,MSIZA,MOTHIBE RHODES,LC ward
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,PR(1),PR,TLADI,MAGETLE DAVID,LC PR
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,PR(2),PR,PHAHLAMOHLAKA,TEBOGO MAFEREKE,LC PR
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,PR(3),PR,MACHIPA,TOUDI ARON,LC PR
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,PR(4),PR,MASHILO,MALOPE SAMARIA,LC PR
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,PR(5),PR,MASHEGO,DIEKETSENG MASESI,LC PR
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,PR(6),PR,MAHLANGU,JULIA,LC PR
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,PR(7),PR,MATJOMANE,GERMINOR DELLY,LC PR
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,PR(8),PR,MAKUNYANE,HLAKO JUSTICE,LC PR
Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,PR(9),PR,PHETLA,MANNYANA GRACE,LC PR
Limpopo,LIM472 - Elias Motsoaledi,ANSWER FOR COMMUNITY,PR(1),PR,KOKA,PETRUS THOMO,LC PR
Limpopo,LIM472 - Elias Motsoaledi,BOLSHEVIKS PARTY OF SOUTH AFRICA,PR(1),PR,GULUBE,APRIL LUCKY,LC PR
Limpopo,LIM472 - Elias Motsoaledi,BOLSHEVIKS PARTY OF SOUTH AFRICA,PR(2),PR,RADINGWANA,SENTSHO HERBERT,LC PR
Limpopo,LIM472 - Elias Motsoaledi,DEMOCRATIC ALLIANCE,94702013,Ward,OOSTHUIZEN,WILLEM NICOLAAS SAAIMAN,LC ward
Limpopo,LIM472 - Elias Motsoaledi,DEMOCRATIC ALLIANCE,PR(1),PR,MMABOKO,SIPHO HLABISHI,LC PR
Limpopo,LIM472 - Elias Motsoaledi,DEMOCRATIC ALLIANCE,PR(2),PR,KOTZE,JOHAN PIETER,LC PR
Limpopo,LIM472 - Elias Motsoaledi,DEMOCRATIC ALLIANCE,PR(3),PR,MATSOMANE,SHIKO TEBOGO,LC PR
Limpopo,LIM472 - Elias Motsoaledi,DENNILTON RESIDENTS ASSOCIATION,PR(1),PR,GANEDI,DAVID JACK,LC PR
Limpopo,LIM472 - Elias Motsoaledi,ECONOMIC FREEDOM FIGHTERS,94702008,Ward,MATHABATHE,MOHLAMME GLYDE,LC ward
Limpopo,LIM472 - Elias Motsoaledi,ECONOMIC FREEDOM FIGHTERS,94702021,Ward,MAPHOPHA,CHELEBOY MPHO,LC ward
Limpopo,LIM472 - Elias Motsoaledi,ECONOMIC FREEDOM FIGHTERS,94702030,Ward,MAMPANA,MOLEKE,LC ward
Limpopo,LIM472 - Elias Motsoaledi,ECONOMIC FREEDOM FIGHTERS,PR(1),PR,MALAPELA,HOPE MASHEGO CONSTANCE,LC PR
Limpopo,LIM472 - Elias Motsoaledi,ECONOMIC FREEDOM FIGHTERS,PR(2),PR,MMOTLA,SEWISHA COLEN,LC PR
Limpopo,LIM472 - Elias Motsoaledi,ECONOMIC FREEDOM FIGHTERS,PR(3),PR,NGWENYA,SARAH ZODWA,LC PR
Limpopo,LIM472 - Elias Motsoaledi,ECONOMIC FREEDOM FIGHTERS,PR(4),PR,MABELANE,KAGISO,LC PR
Limpopo,LIM472 - Elias Motsoaledi,ECONOMIC FREEDOM FIGHTERS,PR(5),PR,LECHEKO,VIRGINIA MOROTSE,LC PR
Limpopo,LIM472 - Elias Motsoaledi,ECONOMIC FREEDOM FIGHTERS,PR(6),PR,MTHIMUNYE,MAREMOSHE SIMON,LC PR
Limpopo,LIM472 - Elias Motsoaledi,ECONOMIC FREEDOM FIGHTERS,PR(7),PR,MOHLAHLO,FRIEDAH SETHOGOLA,LC PR
Limpopo,LIM472 - Elias Motsoaledi,ECONOMIC FREEDOM FIGHTERS,PR(8),PR,SITHOLE,MAGUWE ELIAS,LC PR
Limpopo,LIM472 - Elias Motsoaledi,ECONOMIC FREEDOM FIGHTERS,PR(9),PR,MAIBELO,LEGASA SANDY,LC PR
Limpopo,LIM472 - Elias Motsoaledi,ECONOMIC FREEDOM FIGHTERS,PR(10),PR,SEGOPE,GODFREY MADINGWANE,LC PR
Limpopo,LIM472 - Elias Motsoaledi,ECONOMIC FREEDOM FIGHTERS,PR(11),PR,KOMANE,LEGOBOLE SHARON,LC PR
Limpopo,LIM472 - Elias Motsoaledi,MPUMALANGA PARTY,PR(1),PR,RAMPHISA,MOTIBA WILLIAM,LC PR
Limpopo,LIM472 - Elias Motsoaledi,MPUMALANGA PARTY,PR(2),PR,LIMAKWE,ADELAIDE NOKWENDA,LC PR
Limpopo,LIM472 - Elias Motsoaledi,VRYHEIDSFRONT PLUS,PR(1),PR,DE BEER,WILLEM,LC PR
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703001,Ward,VILAKAZI,SAMOKOBA MARTHA,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703002,Ward,MOHLAKWANE,SERUTLE SAMUEL,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703003,Ward,MODIGE,LEHLAGARE SIMON,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703004,Ward,MALATJIE,BELINA THEMBI,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703005,Ward,TAU,TIMOTHY TSHITSWANE,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703006,Ward,THOKWANE,KGALAKE ZACHARIAH,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703007,Ward,SELALA,PHENYANE THABITHA,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703008,Ward,MORODI,PAPANA EZEKIEL,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703009,Ward,TSHEHLA,MOLOGADI ZIPPHORAH,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703010,Ward,LEOKANA,MOGABI DAVID,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703011,Ward,MOTHUPI,STEPHEN MAKOPOLE,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703012,Ward,RANKOE,TABANE PETER,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703013,Ward,MOGASHOA,KANG JOSEPH,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703014,Ward,MORETSELE,MAGANE AMOS,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703015,Ward,HLEKO,KATLEGO,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703016,Ward,MAKUWA,SEEKANE SAMUEL,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703017,Ward,NKADIMENG,KOBORO TONY,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703018,Ward,APHANE,MAHWAI NORMAN,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703019,Ward,MOSHABANE,DINEO,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703020,Ward,NGOANATSOBANE,MOTUBATSE GEORGE,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703021,Ward,MORWAMAKOTI,MAKANYOGE,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703022,Ward,NGWATO,OLGAR MAMOKONI,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703023,Ward,MADUANA,HLOMANE DAVID,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703025,Ward,DIKETANE,SELEGE PAUL,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703026,Ward,LETHUBA,MAUKAMA PAULOS,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703027,Ward,PIITJO,MOCHIDI HOWARD,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703028,Ward,MOSOANE,ERIC MAKATISE,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703029,Ward,KGATUKE,LEBIDIKE DONALD,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703030,Ward,MONAKEDI,MOLEFE JERRY,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,94703031,Ward,MASEMOLA,TSHWAANE PIET,LC ward
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,PR(1),PR,MAITULA,BAHULA MALADIMO,LC PR
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,PR(2),PR,MPHELANE,MANTILE JUDY,LC PR
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,PR(3),PR,MALAKA,MOGOBE SAM,LC PR
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,PR(4),PR,PHALA,MMALEBO,LC PR
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,PR(5),PR,MOKOMANE,MAGEDI LINKIE,LC PR
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,PR(6),PR,MAMPANE,MACHENG ABEL,LC PR
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,PR(7),PR,THAMAGA,MOSEDI MAGDALINA,LC PR
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,PR(8),PR,MATJOMANE,NAMUDI MOSES,LC PR
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,PR(9),PR,MOHLALA,MAGETLANE JOHANNES,LC PR
Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,PR(10),PR,MAHLASE,MASEKWELE MERAH,LC PR
Limpopo,LIM473 - Makhuduthamaga,DEMOCRATIC ALLIANCE,PR(1),PR,MAPHETO,MOSES THANGWANE,LC PR
Limpopo,LIM473 - Makhuduthamaga,DEMOCRATIC ARTISTS PARTY,PR(1),PR,MOKALAPA,MOROME SAMUEL,LC PR
Limpopo,LIM473 - Makhuduthamaga,ECONOMIC FREEDOM FIGHTERS,PR(1),PR,MACHABA,MAKGOROMETSE GIFT,LC PR
Limpopo,LIM473 - Makhuduthamaga,ECONOMIC FREEDOM FIGHTERS,PR(2),PR,MMOTONG,MABOLOKE LINAH,LC PR
Limpopo,LIM473 - Makhuduthamaga,ECONOMIC FREEDOM FIGHTERS,PR(3),PR,MATSOMANE,MASOGONYANA EDWIN,LC PR
Limpopo,LIM473 - Makhuduthamaga,ECONOMIC FREEDOM FIGHTERS,PR(4),PR,LEROBANE,MAPITSI MARGRET,LC PR
